transaction_id,customer_id,account_id,timestamp,amount,currency,transaction_type,channel,counterparty_id,country,customer_segment
TXN00075,CUST1063,ACC_CUST1063,2026-07-14T07:02:30.073565,9986.67,USD,cash_deposit,atm,,FR,corporate
TXN00076,CUST1063,ACC_CUST1063,2026-07-13T22:02:30.073565,9695.83,USD,cash_deposit,atm,,FR,corporate
TXN00077,CUST1063,ACC_CUST1063,2026-07-13T16:02:30.073565,9248.89,USD,cash_deposit,branch,,FR,corporate
TXN00078,CUST1063,ACC_CUST1063,2026-07-13T01:02:30.073565,9312.39,USD,cash_deposit,branch,,FR,corporate
TXN00079,CUST1063,ACC_CUST1063,2026-07-13T01:02:30.073565,9214.22,USD,cash_deposit,atm,,FR,corporate
TXN00080,CUST1063,ACC_CUST1063,2026-07-13T12:02:30.073565,9717.34,USD,cash_deposit,atm,,FR,corporate
TXN00081,CUST1063,ACC_CUST1063,2026-07-12T13:02:30.073565,9824.3,USD,cash_deposit,atm,,FR,corporate
TXN00082,CUST1063,ACC_CUST1063,2026-07-13T06:02:30.073565,9357.27,USD,cash_deposit,atm,,FR,corporate
TXN00083,CUST1063,ACC_CUST1063,2026-07-12T02:02:30.073565,9700.94,USD,cash_deposit,branch,,FR,corporate
TXN00084,CUST1063,ACC_CUST1063,2026-07-13T12:02:30.073565,9045.06,USD,cash_deposit,branch,,FR,corporate
TXN00085,CUST1063,ACC_CUST1063,2026-07-14T23:02:30.073565,9289.22,USD,cash_deposit,branch,,FR,corporate
TXN00086,CUST1063,ACC_CUST1063,2026-07-14T15:02:30.073565,9101.56,USD,cash_deposit,branch,,FR,corporate
TXN00087,CUST1153,ACC_CUST1153,2026-07-05T13:02:30.074105,9473.93,USD,cash_deposit,atm,,DE,high_net_worth
TXN00088,CUST1153,ACC_CUST1153,2026-07-04T00:02:30.074105,9955.84,USD,cash_deposit,atm,,DE,high_net_worth
TXN00089,CUST1153,ACC_CUST1153,2026-07-05T14:02:30.074105,9112.95,USD,cash_deposit,branch,,DE,high_net_worth
TXN00090,CUST1153,ACC_CUST1153,2026-07-05T04:02:30.074105,9486.83,USD,cash_deposit,branch,,DE,high_net_worth
TXN00091,CUST1153,ACC_CUST1153,2026-07-03T20:02:30.074105,9147.71,USD,cash_deposit,atm,,DE,high_net_worth
TXN00092,CUST1153,ACC_CUST1153,2026-07-03T11:02:30.074105,9983.98,USD,cash_deposit,branch,,DE,high_net_worth
TXN00093,CUST1153,ACC_CUST1153,2026-07-05T06:02:30.074105,9600.25,USD,cash_deposit,branch,,DE,high_net_worth
TXN00094,CUST1153,ACC_CUST1153,2026-07-05T19:02:30.074105,9376.57,USD,cash_deposit,atm,,DE,high_net_worth
TXN00095,CUST1153,ACC_CUST1153,2026-07-04T15:02:30.074105,9851.56,USD,cash_deposit,atm,,DE,high_net_worth
TXN00096,CUST1153,ACC_CUST1153,2026-07-04T16:02:30.074105,9562.94,USD,cash_deposit,branch,,DE,high_net_worth
TXN00097,CUST1153,ACC_CUST1153,2026-07-03T13:02:30.074105,9938.11,USD,cash_deposit,branch,,DE,high_net_worth
TXN00098,CUST1153,ACC_CUST1153,2026-07-04T04:02:30.074105,9262.0,USD,cash_deposit,branch,,DE,high_net_worth
TXN00099,CUST1259,ACC_CUST1259,2026-07-16T23:02:30.074202,9546.47,USD,cash_deposit,branch,,GB,retail
TXN00100,CUST1259,ACC_CUST1259,2026-07-16T01:02:30.074202,9404.43,USD,cash_deposit,atm,,GB,retail
TXN00101,CUST1259,ACC_CUST1259,2026-07-17T14:02:30.074202,9032.31,USD,cash_deposit,atm,,GB,retail
TXN00102,CUST1259,ACC_CUST1259,2026-07-17T13:02:30.074202,9695.96,USD,cash_deposit,atm,,GB,retail
TXN00103,CUST1259,ACC_CUST1259,2026-07-16T10:02:30.074202,9680.51,USD,cash_deposit,atm,,GB,retail
TXN00104,CUST1259,ACC_CUST1259,2026-07-17T02:02:30.074202,9420.89,USD,cash_deposit,branch,,GB,retail
TXN00105,CUST1259,ACC_CUST1259,2026-07-16T20:02:30.074202,9899.33,USD,cash_deposit,branch,,GB,retail
TXN00106,CUST1259,ACC_CUST1259,2026-07-16T10:02:30.074202,9059.04,USD,cash_deposit,atm,,GB,retail
TXN00107,CUST1259,ACC_CUST1259,2026-07-17T13:02:30.074202,9434.76,USD,cash_deposit,atm,,GB,retail
TXN00108,CUST1259,ACC_CUST1259,2026-07-17T15:02:30.074202,9692.74,USD,cash_deposit,atm,,GB,retail
TXN00109,CUST1259,ACC_CUST1259,2026-07-18T17:02:30.074202,9534.58,USD,cash_deposit,atm,,GB,retail
TXN00110,CUST1158,ACC_CUST1158,2026-07-21T08:02:30.074202,9727.19,USD,cash_deposit,atm,,CH,retail
TXN00111,CUST1158,ACC_CUST1158,2026-07-19T04:02:30.074202,9090.41,USD,cash_deposit,branch,,CH,retail
TXN00112,CUST1158,ACC_CUST1158,2026-07-20T11:02:30.074202,9570.48,USD,cash_deposit,branch,,CH,retail
TXN00113,CUST1158,ACC_CUST1158,2026-07-21T13:02:30.074202,9513.77,USD,cash_deposit,atm,,CH,retail
TXN00114,CUST1158,ACC_CUST1158,2026-07-20T12:02:30.074202,9179.67,USD,cash_deposit,atm,,CH,retail
TXN00115,CUST1158,ACC_CUST1158,2026-07-21T15:02:30.074202,9959.36,USD,cash_deposit,atm,,CH,retail
TXN00116,CUST1158,ACC_CUST1158,2026-07-20T21:02:30.074202,9404.26,USD,cash_deposit,atm,,CH,retail
TXN00117,CUST1158,ACC_CUST1158,2026-07-19T14:02:30.074202,9849.16,USD,cash_deposit,atm,,CH,retail
TXN00118,CUST1209,ACC_CUST1209,2026-07-09T13:02:30.074202,9655.96,USD,cash_deposit,atm,,FR,retail
TXN00119,CUST1209,ACC_CUST1209,2026-07-10T23:02:30.074202,9036.33,USD,cash_deposit,branch,,FR,retail
TXN00120,CUST1209,ACC_CUST1209,2026-07-09T17:02:30.074202,9249.87,USD,cash_deposit,branch,,FR,retail
TXN00121,CUST1209,ACC_CUST1209,2026-07-10T04:02:30.074202,9856.26,USD,cash_deposit,branch,,FR,retail
TXN00122,CUST1209,ACC_CUST1209,2026-07-10T22:02:30.074202,9457.36,USD,cash_deposit,branch,,FR,retail
TXN00123,CUST1209,ACC_CUST1209,2026-07-09T01:02:30.074202,9513.25,USD,cash_deposit,atm,,FR,retail
TXN00124,CUST1209,ACC_CUST1209,2026-07-10T09:02:30.074202,9752.39,USD,cash_deposit,branch,,FR,retail
TXN00125,CUST1209,ACC_CUST1209,2026-07-09T11:02:30.074202,9543.73,USD,cash_deposit,atm,,FR,retail
TXN00126,CUST1209,ACC_CUST1209,2026-07-10T09:02:30.074202,9872.04,USD,cash_deposit,atm,,FR,retail
TXN00127,CUST1209,ACC_CUST1209,2026-07-08T16:02:30.074202,9028.58,USD,cash_deposit,branch,,FR,retail
TXN00128,CUST1209,ACC_CUST1209,2026-07-08T21:02:30.074202,9307.64,USD,cash_deposit,branch,,FR,retail
TXN00129,CUST1209,ACC_CUST1209,2026-07-10T23:02:30.074202,9403.91,USD,cash_deposit,branch,,FR,retail
TXN00130,CUST1209,ACC_CUST1209,2026-07-08T15:02:30.074202,9456.83,USD,cash_deposit,branch,,FR,retail
TXN00131,CUST1209,ACC_CUST1209,2026-07-08T20:02:30.074202,9493.39,USD,cash_deposit,atm,,FR,retail
TXN00132,CUST1209,ACC_CUST1209,2026-07-10T18:02:30.074202,9698.36,USD,cash_deposit,atm,,FR,retail
TXN00133,CUST1167,ACC_CUST1167,2026-07-07T08:02:30.074202,9452.22,USD,cash_deposit,branch,,CH,retail
TXN00134,CUST1167,ACC_CUST1167,2026-07-08T02:02:30.074202,9188.7,USD,cash_deposit,branch,,CH,retail
TXN00135,CUST1167,ACC_CUST1167,2026-07-06T09:02:30.074202,9273.48,USD,cash_deposit,atm,,CH,retail
TXN00136,CUST1167,ACC_CUST1167,2026-07-07T20:02:30.074202,9924.91,USD,cash_deposit,atm,,CH,retail
TXN00137,CUST1167,ACC_CUST1167,2026-07-06T01:02:30.074202,9280.01,USD,cash_deposit,atm,,CH,retail
TXN00138,CUST1167,ACC_CUST1167,2026-07-08T15:02:30.074202,9856.61,USD,cash_deposit,atm,,CH,retail
TXN00139,CUST1167,ACC_CUST1167,2026-07-08T21:02:30.074202,9479.5,USD,cash_deposit,atm,,CH,retail
TXN00140,CUST1167,ACC_CUST1167,2026-07-08T23:02:30.074202,9755.24,USD,cash_deposit,atm,,CH,retail
TXN00141,CUST1167,ACC_CUST1167,2026-07-08T11:02:30.074202,9923.52,USD,cash_deposit,branch,,CH,retail
TXN00142,CUST1167,ACC_CUST1167,2026-07-07T07:02:30.074202,9566.08,USD,cash_deposit,branch,,CH,retail
TXN00143,CUST1167,ACC_CUST1167,2026-07-08T05:02:30.074202,9043.21,USD,cash_deposit,atm,,CH,retail
TXN00144,CUST1167,ACC_CUST1167,2026-07-08T01:02:30.074202,9382.22,USD,cash_deposit,branch,,CH,retail
TXN00145,CUST1167,ACC_CUST1167,2026-07-08T16:02:30.074202,9955.18,USD,cash_deposit,branch,,CH,retail
TXN00146,CUST1167,ACC_CUST1167,2026-07-08T17:02:30.074202,9955.7,USD,cash_deposit,atm,,CH,retail
TXN00147,CUST1167,ACC_CUST1167,2026-07-06T13:02:30.074202,9865.45,USD,cash_deposit,atm,,CH,retail
TXN00148,CUST1206,ACC_CUST1206,2026-07-18T02:02:30.074202,9715.22,USD,cash_deposit,atm,,DE,corporate
TXN00149,CUST1206,ACC_CUST1206,2026-07-18T20:02:30.074202,9074.08,USD,cash_deposit,atm,,DE,corporate
TXN00150,CUST1206,ACC_CUST1206,2026-07-19T20:02:30.074202,9617.03,USD,cash_deposit,atm,,DE,corporate
TXN00151,CUST1206,ACC_CUST1206,2026-07-18T11:02:30.074202,9843.25,USD,cash_deposit,atm,,DE,corporate
TXN00152,CUST1206,ACC_CUST1206,2026-07-19T17:02:30.074202,9620.53,USD,cash_deposit,atm,,DE,corporate
TXN00153,CUST1206,ACC_CUST1206,2026-07-20T22:02:30.074202,9035.54,USD,cash_deposit,branch,,DE,corporate
TXN00154,CUST1206,ACC_CUST1206,2026-07-19T07:02:30.074202,9624.85,USD,cash_deposit,atm,,DE,corporate
TXN00155,CUST1206,ACC_CUST1206,2026-07-19T06:02:30.074202,9739.3,USD,cash_deposit,atm,,DE,corporate
TXN00156,CUST1206,ACC_CUST1206,2026-07-18T13:02:30.074202,9752.77,USD,cash_deposit,branch,,DE,corporate
TXN00157,CUST1206,ACC_CUST1206,2026-07-20T09:02:30.074202,9164.7,USD,cash_deposit,atm,,DE,corporate
TXN00158,CUST1206,ACC_CUST1206,2026-07-18T04:02:30.074202,9045.53,USD,cash_deposit,branch,,DE,corporate
TXN00159,CUST1206,ACC_CUST1206,2026-07-19T14:02:30.074202,9354.88,USD,cash_deposit,atm,,DE,corporate
TXN00160,CUST1206,ACC_CUST1206,2026-07-18T19:02:30.074202,9241.76,USD,cash_deposit,atm,,DE,corporate
TXN00161,CUST1206,ACC_CUST1206,2026-07-19T00:02:30.074202,9168.28,USD,cash_deposit,branch,,DE,corporate
TXN00162,CUST1206,ACC_CUST1206,2026-07-20T01:02:30.074202,9613.51,USD,cash_deposit,branch,,DE,corporate
TXN00163,CUST1151,ACC_CUST1151,2026-07-07T06:02:30.074202,9456.54,USD,cash_deposit,atm,,GB,corporate
TXN00164,CUST1151,ACC_CUST1151,2026-07-08T11:02:30.074202,9252.77,USD,cash_deposit,branch,,GB,corporate
TXN00165,CUST1151,ACC_CUST1151,2026-07-08T12:02:30.074202,9892.2,USD,cash_deposit,branch,,GB,corporate
TXN00166,CUST1151,ACC_CUST1151,2026-07-06T10:02:30.074202,9437.31,USD,cash_deposit,atm,,GB,corporate
TXN00167,CUST1151,ACC_CUST1151,2026-07-07T15:02:30.074202,9632.55,USD,cash_deposit,atm,,GB,corporate
TXN00168,CUST1151,ACC_CUST1151,2026-07-07T09:02:30.074202,9452.27,USD,cash_deposit,atm,,GB,corporate
TXN00169,CUST1151,ACC_CUST1151,2026-07-07T02:02:30.074202,9989.38,USD,cash_deposit,atm,,GB,corporate
TXN00170,CUST1151,ACC_CUST1151,2026-07-06T14:02:30.074202,9234.83,USD,cash_deposit,atm,,GB,corporate
TXN00171,CUST1151,ACC_CUST1151,2026-07-07T14:02:30.074202,9982.77,USD,cash_deposit,atm,,GB,corporate
TXN00172,CUST1151,ACC_CUST1151,2026-07-06T03:02:30.074202,9968.17,USD,cash_deposit,atm,,GB,corporate
TXN00173,CUST1143,ACC_CUST1143,2026-06-27T00:02:30.074202,125405.38,USD,transfer,wire,ACC_CUST1070,SG,retail
TXN00174,CUST1070,ACC_CUST1070,2026-06-27T13:02:30.074202,122882.58,USD,transfer,wire,ACC_CUST1049,DE,retail
TXN00175,CUST1049,ACC_CUST1049,2026-06-28T02:02:30.074202,124102.05,USD,transfer,wire,ACC_CUST1020,CH,corporate
TXN00176,CUST1004,ACC_CUST1004,2026-07-08T02:02:30.074202,124950.51,USD,transfer,wire,ACC_CUST1213,SG,corporate
TXN00177,CUST1213,ACC_CUST1213,2026-07-08T14:02:30.074202,126492.37,USD,transfer,wire,ACC_CUST1090,JP,high_net_worth
TXN00178,CUST1090,ACC_CUST1090,2026-07-09T02:02:30.074202,126922.46,USD,transfer,wire,ACC_CUST1103,FR,high_net_worth
TXN00179,CUST1025,ACC_CUST1025,2026-07-09T00:02:30.074721,92536.68,USD,transfer,wire,ACC_CUST1247,US,retail
TXN00180,CUST1247,ACC_CUST1247,2026-07-09T13:02:30.074721,95323.09,USD,transfer,wire,ACC_CUST1152,JP,high_net_worth
TXN00181,CUST1152,ACC_CUST1152,2026-07-10T03:02:30.074721,95738.03,USD,transfer,wire,ACC_CUST1174,SG,corporate
TXN00182,CUST1268,ACC_CUST1268,2026-05-27T02:02:30.074721,86904.6,USD,transfer,wire,ACC_CUST1286,US,corporate
TXN00183,CUST1286,ACC_CUST1286,2026-05-27T15:02:30.074721,86303.5,USD,transfer,wire,ACC_CUST1187,DE,high_net_worth
TXN00184,CUST1187,ACC_CUST1187,2026-05-28T02:02:30.074721,87076.32,USD,transfer,wire,ACC_CUST1046,FR,corporate
TXN00185,CUST1149,ACC_CUST1149,2026-06-16T02:02:30.074721,51799.46,USD,transfer,wire,ACC_CUST1191,CH,high_net_worth
TXN00186,CUST1191,ACC_CUST1191,2026-06-16T13:02:30.074721,51237.47,USD,transfer,wire,ACC_CUST1055,GB,retail
TXN00187,CUST1055,ACC_CUST1055,2026-06-17T03:02:30.074721,51787.14,USD,transfer,wire,ACC_CUST1119,SG,high_net_worth
TXN00188,CUST1120,ACC_CUST1120,2026-07-08T00:02:30.074721,52471.88,USD,transfer,wire,ACC_CUST1155,SG,corporate
TXN00189,CUST1155,ACC_CUST1155,2026-07-08T15:02:30.074721,52061.25,USD,transfer,wire,ACC_CUST1210,JP,high_net_worth
TXN00190,CUST1210,ACC_CUST1210,2026-07-09T01:02:30.074721,53743.4,USD,transfer,wire,ACC_CUST1059,FR,retail
TXN00191,CUST1190,ACC_CUST1190,2026-06-23T03:02:30.074721,113946.08,USD,transfer,wire,ACC_CUST1069,US,high_net_worth
TXN00192,CUST1069,ACC_CUST1069,2026-06-23T13:02:30.074721,115341.65,USD,transfer,wire,ACC_CUST1199,FR,high_net_worth
TXN00193,CUST1199,ACC_CUST1199,2026-06-24T00:02:30.074721,115099.49,USD,transfer,wire,ACC_CUST1233,FR,retail
TXN00194,CUST1115,ACC_CUST1115,2026-06-02T03:02:30.074721,84248.83,USD,transfer,wire,ACC_CUST1209,GB,high_net_worth
TXN00195,CUST1209,ACC_CUST1209,2026-06-02T13:02:30.074721,85679.13,USD,transfer,wire,ACC_CUST1144,FR,retail
TXN00196,CUST1144,ACC_CUST1144,2026-06-03T00:02:30.074721,86116.06,USD,transfer,wire,ACC_CUST1016,FR,retail
TXN00197,CUST1099,ACC_CUST1099,2026-07-13T01:02:30.074721,88801.6,USD,transfer,wire,ACC_CUST1189,JP,corporate
TXN00198,CUST1189,ACC_CUST1189,2026-07-13T15:02:30.074721,85652.6,USD,transfer,wire,ACC_CUST1279,FR,high_net_worth
TXN00199,CUST1279,ACC_CUST1279,2026-07-14T01:02:30.074721,87628.62,USD,transfer,wire,ACC_CUST1184,CH,retail
TXN00200,CUST1131,ACC_CUST1131,2026-07-01T01:02:30.074721,141846.58,USD,transfer,wire,ACC_CUST1010,GB,high_net_worth
TXN00201,CUST1010,ACC_CUST1010,2026-07-01T13:02:30.074721,144930.06,USD,transfer,wire,ACC_CUST1025,US,high_net_worth
TXN00202,CUST1025,ACC_CUST1025,2026-07-02T01:02:30.074721,143394.65,USD,transfer,wire,ACC_CUST1171,US,retail
TXN00203,CUST1079,ACC_CUST1079,2026-04-11T23:02:30.073010,385.55,USD,withdrawal,atm,,DE,corporate
TXN00204,CUST1079,ACC_CUST1079,2026-07-05T23:02:30.073010,212.92,USD,transfer,online,,DE,corporate
TXN00205,CUST1079,ACC_CUST1079,2026-05-24T23:02:30.073010,276.73,USD,transfer,online,,DE,corporate
TXN00206,CUST1079,ACC_CUST1079,2026-06-29T23:02:30.073010,402.45,USD,transfer,atm,,DE,corporate
TXN00207,CUST1079,ACC_CUST1079,2026-05-25T23:02:30.073010,339.5,USD,deposit,online,,DE,corporate
TXN00208,CUST1079,ACC_CUST1079,2026-06-23T23:02:30.074721,446554.49,USD,transfer,wire,ACC_CUST1218,DE,corporate
TXN00209,CUST1001,ACC_CUST1001,2026-06-23T23:02:30.073010,98.58,USD,transfer,atm,,JP,retail
TXN00210,CUST1001,ACC_CUST1001,2026-04-06T23:02:30.073010,454.67,USD,withdrawal,online,,JP,retail
TXN00211,CUST1001,ACC_CUST1001,2026-04-05T23:02:30.073010,106.79,USD,transfer,atm,,JP,retail
TXN00212,CUST1001,ACC_CUST1001,2026-05-15T23:02:30.073010,497.58,USD,transfer,atm,,JP,retail
TXN00213,CUST1001,ACC_CUST1001,2026-05-25T23:02:30.073010,277.5,USD,withdrawal,online,,JP,retail
TXN00214,CUST1001,ACC_CUST1001,2026-07-16T23:02:30.074721,448477.46,USD,transfer,wire,ACC_CUST1282,JP,retail
